sample	contig	reads
ERR599115	NODE_42_length_66354_cov_0.637673	44608
ERR599115	NODE_100_length_43719_cov_0.218524	7954
ERR599115	NODE_123_length_39500_cov_0.153397	5662
ERR599115	NODE_170_length_34823_cov_0.288216	10164
ERR599115	NODE_214_length_29334_cov_0.444775	11856
ERR599115	NODE_245_length_27658_cov_0.114990	3460
ERR599115	NODE_363_length_23453_cov_0.800762	15014
ERR599115	NODE_544_length_18774_cov_0.493869	6743
ERR599115	NODE_745_length_16505_cov_0.204437	2448
ERR599115	NODE_766_length_16336_cov_0.630166	9798
ERR599115	NODE_773_length_16265_cov_0.226834	3439
ERR599115	NODE_874_length_15273_cov_0.193621	2787
ERR599115	NODE_1014_length_14311_cov_0.067760	1283
ERR599115	NODE_1141_length_13640_cov_0.109150	1393
ERR599115	NODE_1173_length_13470_cov_0.517089	7300
ERR599115	NODE_1311_length_12787_cov_0.133670	1686
ERR599115	NODE_1330_length_12687_cov_0.160470	1734
ERR599115	NODE_1338_length_12670_cov_0.285419	3066
ERR599115	NODE_1383_length_12488_cov_0.142142	1802
ERR599115	NODE_1395_length_12429_cov_0.160746	1788
ERR599115	NODE_1566_length_11783_cov_1.390791	14610
ERR599115	NODE_1644_length_11527_cov_0.150858	1843
ERR599115	NODE_1843_length_10981_cov_0.116706	953
ERR599115	NODE_1869_length_10920_cov_0.194991	1937
ERR599115	NODE_1909_length_10841_cov_0.113107	1067
ERR599115	NODE_2378_length_9894_cov_0.194283	1877
ERR599115	NODE_2733_length_9323_cov_0.110690	947
ERR599115	NODE_2900_length_9075_cov_0.343583	2658
ERR599115	NODE_3148_length_8776_cov_0.365910	2981
ERR599115	NODE_3347_length_8557_cov_0.202885	1406
ERR599115	NODE_3528_length_8372_cov_0.366010	2238
ERR599115	NODE_3539_length_8361_cov_0.088114	720
ERR599115	NODE_3755_length_8137_cov_0.111097	876
ERR599115	NODE_3872_length_8012_cov_0.237710	2001
ERR599115	NODE_3918_length_7976_cov_0.108798	706
ERR599115	NODE_4081_length_7831_cov_0.103337	778
ERR599115	NODE_4205_length_7718_cov_0.091351	656
ERR599115	NODE_4325_length_7621_cov_0.104228	738
ERR599115	NODE_4404_length_7557_cov_0.089836	623
ERR599115	NODE_4417_length_7550_cov_0.107637	548
ERR599115	NODE_4519_length_7463_cov_0.360130	2465
ERR599115	NODE_4880_length_7205_cov_0.110892	906
ERR599115	NODE_4950_length_7161_cov_0.134240	685
ERR599115	NODE_5086_length_7071_cov_0.094234	599
ERR599115	NODE_5702_length_6694_cov_0.107809	543
ERR599115	NODE_5729_length_6679_cov_0.106687	644
ERR599115	NODE_5865_length_6613_cov_0.332515	2525
ERR599115	NODE_5952_length_6571_cov_0.111094	662
ERR599115	NODE_6182_length_6455_cov_0.070957	412
ERR599115	NODE_6252_length_6418_cov_0.236905	1639
ERR599115	NODE_6276_length_6405_cov_0.191088	1131
ERR599115	NODE_6382_length_6351_cov_0.630998	3085
ERR599115	NODE_7371_length_5942_cov_0.228650	1245
ERR599115	NODE_7473_length_5903_cov_0.226396	1123
ERR599115	NODE_7509_length_5889_cov_0.149050	919
ERR599115	NODE_8324_length_5627_cov_0.076520	455
ERR599115	NODE_8362_length_5615_cov_0.093002	478
ERR599115	NODE_8390_length_5608_cov_0.096025	572
ERR599115	NODE_8609_length_5535_cov_0.120125	652
ERR599115	NODE_9347_length_5317_cov_0.074550	392
ERR599115	NODE_9389_length_5302_cov_0.078032	353
ERR599115	NODE_9628_length_5242_cov_0.093720	432
ERR599115	NODE_9822_length_5197_cov_0.073951	355
ERR599115	NODE_10252_length_5087_cov_0.081997	423
ERR599115	NODE_10295_length_5075_cov_0.167805	722
ERR599115	NODE_10399_length_5051_cov_0.115105	400
ERR599115	NODE_10645_length_4998_cov_0.087773	408
ERR599115	NODE_10665_length_4995_cov_0.100899	453
ERR599115	NODE_10814_length_4963_cov_0.127056	439
ERR599115	NODE_11201_length_4880_cov_0.081991	363
ERR599115	NODE_11638_length_4794_cov_0.094569	418
ERR599115	NODE_11746_length_4774_cov_0.087273	390
ERR599115	NODE_11879_length_4748_cov_0.204775	856
ERR599115	NODE_12769_length_4586_cov_0.136394	540
ERR599115	NODE_13103_length_4530_cov_0.093884	392
ERR599115	NODE_13670_length_4440_cov_0.078323	313
ERR599115	NODE_13838_length_4411_cov_0.082560	379
ERR599115	NODE_13990_length_4387_cov_0.092584	387
ERR599115	NODE_14302_length_4340_cov_0.081820	359
ERR599115	NODE_14433_length_4324_cov_0.097515	360
ERR599115	NODE_15918_length_4130_cov_0.093773	315
ERR599115	NODE_15947_length_4127_cov_0.075472	314
ERR599115	NODE_16349_length_4075_cov_0.146630	597
ERR599115	NODE_17353_length_3963_cov_0.090580	341
ERR599115	NODE_17954_length_3900_cov_0.119179	411
ERR599115	NODE_18037_length_3891_cov_0.074367	286
ERR599115	NODE_18040_length_3890_cov_0.503561	1724
ERR599115	NODE_18380_length_3858_cov_0.105081	339
ERR599115	NODE_18560_length_3840_cov_0.071371	286
ERR599115	NODE_19095_length_3783_cov_0.086862	274
ERR599115	NODE_19580_length_3737_cov_0.092908	303
ERR599115	NODE_19882_length_3707_cov_0.082040	264
ERR599115	NODE_20412_length_3662_cov_0.091777	308
ERR599115	NODE_20445_length_3659_cov_0.165169	497
ERR599115	NODE_20521_length_3653_cov_0.086100	293
ERR599115	NODE_20830_length_3627_cov_0.285147	955
ERR599115	NODE_21123_length_3604_cov_0.078459	262
ERR599115	NODE_21475_length_3577_cov_0.067568	256
ERR599115	NODE_22150_length_3522_cov_0.298276	863
ERR599115	NODE_22409_length_3503_cov_0.110165	315
ERR599115	NODE_22519_length_3494_cov_0.168189	387
ERR599115	NODE_22583_length_3490_cov_0.126511	369
ERR599115	NODE_22720_length_3480_cov_0.083999	261
ERR599115	NODE_22830_length_3472_cov_0.074118	255
ERR599115	NODE_22869_length_3468_cov_0.075096	282
ERR599115	NODE_23116_length_3451_cov_0.092780	273
ERR599115	NODE_23154_length_3449_cov_0.078806	259
ERR599115	NODE_23386_length_3434_cov_0.060570	231
ERR599115	NODE_23610_length_3418_cov_0.097921	329
ERR599115	NODE_23693_length_3412_cov_0.066103	235
ERR599115	NODE_24179_length_3379_cov_0.071951	224
ERR599115	NODE_24820_length_3335_cov_0.076020	288
ERR599115	NODE_25569_length_3287_cov_0.238080	735
ERR599115	NODE_25825_length_3272_cov_0.071856	253
ERR599115	NODE_25896_length_3268_cov_0.308930	881
ERR599115	NODE_26432_length_3236_cov_0.074912	242
ERR599115	NODE_26467_length_3234_cov_0.136842	325
ERR599115	NODE_26862_length_3211_cov_0.082584	222
ERR599115	NODE_27237_length_3188_cov_0.076076	242
ERR599115	NODE_27335_length_3181_cov_0.122972	326
ERR599115	NODE_27457_length_3173_cov_0.391672	925
ERR599115	NODE_27562_length_3168_cov_0.109808	253
ERR599115	NODE_28455_length_3117_cov_0.090126	241
ERR599115	NODE_28596_length_3110_cov_0.093657	273
ERR599115	NODE_29430_length_3066_cov_0.066734	233
ERR599115	NODE_29726_length_3052_cov_0.086014	251
ERR599115	NODE_29757_length_3050_cov_0.077940	221
ERR599115	NODE_29865_length_3044_cov_0.742954	1828
ERR599115	NODE_30148_length_3030_cov_0.126919	435
ERR599115	NODE_30285_length_3023_cov_0.072845	235
ERR599115	NODE_30703_length_3003_cov_0.144972	414
ERR599115	NODE_31010_length_2987_cov_0.078255	170
ERR599115	NODE_31053_length_2985_cov_0.101871	271
ERR599115	NODE_31702_length_2955_cov_0.083333	205
ERR599115	NODE_31819_length_2950_cov_0.095756	260
ERR599115	NODE_32208_length_2933_cov_0.078335	217
ERR599115	NODE_32899_length_2902_cov_0.222619	711
ERR599115	NODE_33420_length_2880_cov_0.080547	214
ERR599115	NODE_33494_length_2876_cov_0.087505	237
ERR599115	NODE_33677_length_2869_cov_0.067870	212
ERR599115	NODE_34613_length_2829_cov_0.210256	592
ERR599115	NODE_34711_length_2825_cov_0.086207	205
ERR599115	NODE_34984_length_2814_cov_0.067403	200
ERR599115	NODE_35630_length_2787_cov_0.101935	261
ERR599115	NODE_36274_length_2761_cov_0.083396	234
ERR599115	NODE_36705_length_2745_cov_0.089191	256
ERR599115	NODE_36711_length_2745_cov_0.069539	199
ERR599115	NODE_37368_length_2720_cov_0.045021	106
ERR599115	NODE_38276_length_2688_cov_0.089224	244
ERR599115	NODE_38344_length_2685_cov_0.104408	184
ERR599115	NODE_38749_length_2671_cov_0.087869	246
ERR599115	NODE_39146_length_2658_cov_0.094568	231
ERR599115	NODE_39999_length_2630_cov_0.096405	258
ERR599115	NODE_40090_length_2627_cov_0.093750	229
ERR599115	NODE_40749_length_2604_cov_0.143313	263
ERR599115	NODE_40912_length_2599_cov_0.056800	157
ERR599115	NODE_40994_length_2596_cov_0.074489	155
ERR599115	NODE_41018_length_2595_cov_0.083333	204
ERR599115	NODE_41290_length_2586_cov_0.183353	361
ERR599115	NODE_41626_length_2575_cov_0.110258	274
ERR599115	NODE_42020_length_2562_cov_0.082014	189
ERR599115	NODE_42224_length_2555_cov_0.085912	213
ERR599115	NODE_42313_length_2552_cov_0.132083	294
ERR599115	NODE_42684_length_2541_cov_0.077396	202
ERR599115	NODE_42721_length_2540_cov_0.070053	147
ERR599115	NODE_43473_length_2518_cov_0.050434	118
ERR599115	NODE_44029_length_2502_cov_0.075323	184
ERR599115	NODE_44345_length_2492_cov_0.114501	206
ERR599115	NODE_44825_length_2478_cov_0.091215	180
ERR599115	NODE_44934_length_2475_cov_0.069444	173
ERR599115	NODE_45292_length_2465_cov_0.086644	185
ERR599115	NODE_45860_length_2450_cov_0.096555	169
ERR599115	NODE_46167_length_2442_cov_0.060179	132
ERR599115	NODE_46170_length_2442_cov_0.051643	123
ERR599115	NODE_46316_length_2438_cov_0.111159	178
ERR599115	NODE_47281_length_2412_cov_0.426286	956
ERR599115	NODE_47407_length_2409_cov_0.090476	189
ERR599115	NODE_47746_length_2400_cov_0.095176	215
ERR599115	NODE_47997_length_2393_cov_0.070183	165
ERR599115	NODE_49071_length_2366_cov_0.074989	192
ERR599115	NODE_49491_length_2355_cov_0.298316	697
ERR599115	NODE_49587_length_2353_cov_0.089618	210
ERR599115	NODE_49591_length_2353_cov_0.077640	167
ERR599115	NODE_49708_length_2350_cov_0.067526	138
ERR599115	NODE_50354_length_2335_cov_0.063059	140
ERR599115	NODE_50372_length_2334_cov_0.162864	332
ERR599115	NODE_51494_length_2308_cov_0.097329	228
ERR599115	NODE_51709_length_2303_cov_0.101633	252
ERR599115	NODE_51902_length_2299_cov_0.073182	160
ERR599115	NODE_52521_length_2285_cov_0.065874	138
ERR599115	NODE_53569_length_2263_cov_0.072551	135
ERR599115	NODE_55005_length_2232_cov_0.074074	204
ERR599115	NODE_55369_length_2224_cov_0.117647	164
ERR599115	NODE_55542_length_2221_cov_0.078228	166
ERR599115	NODE_56091_length_2210_cov_0.076267	177
ERR599115	NODE_56254_length_2207_cov_0.043169	91
ERR599115	NODE_56645_length_2198_cov_0.093854	184
ERR599115	NODE_57163_length_2188_cov_0.064146	134
ERR599115	NODE_57293_length_2185_cov_0.086290	162
ERR599115	NODE_57799_length_2175_cov_0.116089	199
ERR599115	NODE_57860_length_2174_cov_0.080482	148
ERR599115	NODE_58271_length_2166_cov_0.089985	171
ERR599115	NODE_58808_length_2156_cov_0.092854	122
ERR599115	NODE_60251_length_2129_cov_0.125616	210
ERR599115	NODE_60458_length_2125_cov_0.096249	264
ERR599115	NODE_61017_length_2115_cov_0.101190	201
ERR599115	NODE_61543_length_2106_cov_0.085700	138
ERR599115	NODE_62094_length_2096_cov_0.108162	227
ERR599115	NODE_62252_length_2093_cov_0.085256	154
ERR599115	NODE_62316_length_2092_cov_0.108881	155
ERR599115	NODE_62321_length_2092_cov_0.096839	170
ERR599115	NODE_63215_length_2076_cov_0.095599	174
ERR599115	NODE_63774_length_2067_cov_0.082825	154
ERR599115	NODE_64486_length_2055_cov_0.084356	158
ERR599115	NODE_66058_length_2029_cov_0.086528	144
ERR599115	NODE_66543_length_2022_cov_0.083723	140
ERR599115	NODE_69172_length_1981_cov_0.095643	165
ERR599115	NODE_69262_length_1980_cov_0.066454	167
ERR599115	NODE_69771_length_1972_cov_0.090230	150
ERR599115	NODE_70804_length_1957_cov_0.213132	325
ERR599115	NODE_71362_length_1949_cov_0.100541	205
ERR599115	NODE_71653_length_1945_cov_0.081257	156
ERR599115	NODE_71961_length_1941_cov_0.044517	122
ERR599115	NODE_72850_length_1928_cov_0.085293	110
ERR599115	NODE_72927_length_1927_cov_0.057987	102
ERR599115	NODE_73267_length_1922_cov_0.066923	120
ERR599115	NODE_73618_length_1917_cov_0.079208	124
ERR599115	NODE_74223_length_1909_cov_0.081768	136
ERR599115	NODE_75707_length_1888_cov_3.346562	5506
ERR599115	NODE_76068_length_1884_cov_0.073950	98
ERR599115	NODE_77203_length_1869_cov_0.080226	140
ERR599115	NODE_77280_length_1868_cov_0.109101	140
ERR599115	NODE_77949_length_1860_cov_0.070415	107
ERR599115	NODE_78011_length_1859_cov_0.122159	186
ERR599115	NODE_78478_length_1853_cov_0.102623	176
ERR599115	NODE_79660_length_1839_cov_0.094828	138
ERR599115	NODE_79941_length_1836_cov_0.074266	125
ERR599115	NODE_80155_length_1833_cov_0.258939	509
ERR599115	NODE_80859_length_1825_cov_0.025492	56
ERR599115	NODE_80982_length_1823_cov_0.080046	140
ERR599115	NODE_81320_length_1819_cov_0.069767	116
ERR599115	NODE_81342_length_1819_cov_0.040698	87
ERR599115	NODE_81476_length_1817_cov_0.076251	99
ERR599115	NODE_81654_length_1815_cov_0.067599	134
ERR599115	NODE_82614_length_1804_cov_0.068035	104
ERR599115	NODE_83049_length_1799_cov_0.116471	181
ERR599115	NODE_84438_length_1783_cov_0.119952	153
